firstname,gender,tokens
rudolph,male,"['guitarist', 'find', 'constant', 'challeng', 'keep', 'nail', 'optimum', 'condit', 'broken', 'chippedcrack', 'split', 'nail', 'hindranc', 'accur', 'fretworkther', 'sill', 'strength', 'requir', 'carri', 'express', 'attackessenti', 'excit', 'performanceyour', 'productwhil', 'veri', 'attract', 'easi', 'appli', 'could', 'sustain', 'durabl', 'protect', 'hope', 'forperhap', 'problem', 'doe', 'lie', 'wrap', 'due', 'fact', 'calcium', 'defici', 'nail', 'strengthen', 'guitarist']"
russell,male,"['tape', 'work', 'perfect', 'id', 'previous', 'bought', 'frost', 'king', 'product', 'quit', 'honest', 'total', 'useless', 'noth', 'remain', 'stuck', 'day', '3m', 'work', 'exact', 'advertis', 'much', 'better', 'frost', 'king', 'low', 'qualiti', 'materi', 'fact', 'dremel', 'rotari', 'tool', 'onli', 'four', 'differ', 'router', 'bit', 'use', 'tabl', 'make', 'pretti', 'much', 'worthless', 'low', 'qualiti', 'drill', 'perfect', 'small', 'around', 'home', 'project', '34powerful34', 'drill', 'need', 'mega', 'power', 'probabl', 'mani', 'homeown', 'unless', 'tie', 'macho', 'need', 'power', 'tool', 'look', 'realli', 'good', 'drill', 'wont', 'break', 'bank', 'perfect']"
ryan,male,"['got', 'set', 'throw', 'drawer', 'less', 'issu', 'forget', 'left', 'screwdriv', 'work', 'great', 'cheap', 'enough', 'spare', 'around', 'cheap', 'sturdi', 'screwdriv', 'iphon', 'flashlight', 'app', 'bright', 'differ', 'farther', 'rang', 'put', 'key', 'eventu', 'burnt', 'hell', 'cheap', 'thing', 'site', 'get', 'pay', 'kinda', 'obsolesc', 'veri', 'heavi', 'didnt', 'tale', 'star', 'dont', 'see', 'could', 'build', 'ani', 'lighter', 'still', 'doe', 'soliddur', 'amaz', 'varieti', 'use', 'found', 'invalu', 'new', 'homeown', 'use', 'garag', 'mini', 'warehous', 'part', 'field', 'engin', 'mfps', 'use', 'often', 'alon', 'wouldnt', 'mind', 'lighter', 'ladder', 'hand', 'easier', 'task', 'excel', 'ladder', 'much', 'afford', 'compar', 'one', 'hardwar', 'store', 'fit', 'nailgun', 'expect', 'notic', 'issu', 'feed', 'nail', 'work', 'expect', 'much', 'cheaper', 'storebought', 'exact', 'need', 'might', 'look', 'cool', 'control', 'crap', 'stop', 'work', 'week', 'time', 'unrecogniz', 'plug', 'usb', 'port', 'dont', 'buy', 'item', 'found', 'wire', 'xbox360', 'control', 'work', 'great', 'pc', 'plug', 'n', 'play', 'u', 'buy', 'usb', 'wireless', 'adapt', 'around', 'amazon', 'use', 'wireless', 'xbox360', 'control', 'pc', 'play', 'game', 'way', 'gous', 'xbox360', 'control', 'didnt', 'last', 'week', 'use', 'kindl', 'abl', 'attach', 'outsid', 'case', 'stay', 'put', 'without', 'slide', 'around', 'flex', 'light', 'ani', 'posit', 'never', 'waver', 'veri', 'durabl', 'stood', 'test', 'year', 'old', 'boy', 'take', 'various', 'adventur', 'veri', 'pleas', 'far', 'great', 'littl', 'light', 'need', 'tool', 'instal', 'use', 'fit', 'propan', 'sensor', 'bc', 'dog', 'keep', 'set', 'tail', 'great', 'product', 'easi', 'instal', 'review', 'complain', 'speed', 'switch', 'mine', 'move', 'highest', 'speed', 'set', 'right', 'box', 'return', 'middl', 'speed', 'set', 'plenti', 'need', 'need', 'get', 'move', 'project', 'dremel', 'stop', 'work', 'altogeth', 'hour', 'basic', 'useif', 'happen', 'get', 'one', 'work', 'proper', 'great', 'dremel', 'price', 'dont', 'want', 'risk', 'anoth', 'one', 'break', 'buy', 'tool', 'faulti', 'speed', 'switch', 'short', 'lifespan', 'believ', 'review', 'one', 'great', 'sharp', 'saw', 'tremend', 'valu', 'saw', 'compar', 'overpr', '34highend34', 'name', 'folk', 'shark', 'corp', 'fine', 'cut', 'saw', 'grade', 'hair', 'style', 'product', 'great', 'hold', 'great', 'shine', 'wash', 'easili', 'enoughi', 'wish', 'held', 'style', 'bit', 'better', 'im', 'told', 'issu', 'hair', 'grow', 'product', 'blow', 'dri', 'appar', 'fix', 'meabsolut', 'musthav', 'excel', 'stuff', 'decid', 'buy', 'wife', 'becaus', 'fair', 'good', 'review', 'hair', 'iron', 'burnt', 'origin', 'chi', 'unfortun', 'noth', 'like', 'chi', 'take', 'much', 'longer', 'doesnt', 'good', 'finish', 'overal', 'veri', 'disappoint', 'unit', 'provid', 'may', 'weak', 'work', 'proper', 'sinc', 'deliverbut', 'regardless', 'wouldnt', 'recommend', 'doesnt', 'keep', 'high', 'tier', 'competit', 'would', 'like', 'speak', 'comparison', 'mont', 'blanc', 'individuel', 'origin', 'santal', 'huge', 'fan', 'origin', 'santal', 'wonder', 'fragranc', 'like', 'mont', 'blanc', 'individuel', 'well', 'howev', 'two', 'separ', 'fragranc', 'would', 'recommend', 'mont', 'blanc', 'individuel', 'replac', 'origin', 'santal', 'likewis', 'mont', 'blanc', 'individuel', 'also', 'serv', 'purposeth', 'open', 'mont', 'blanc', 'individuel', 'smell', 'exact', 'like', 'origin', 'santal', 'origin', 'santal', 'dri', 'minut', 'doubt', 'sure', 'creed', 'smell', 'fresh', 'natur', 'unless', 'veri', 'familiar', 'origin', 'santal', 'would', 'abl', 'tell', 'differ', 'smell', 'stay', 'similar', 'origin', 'santal', 'hour', 'thing', 'start', 'changemont', 'blanc', 'individuel', 'chang', 'drastic', 'smell', 'like', 'origin', 'santal', 'smell', 'like', 'laundri', 'fresh', 'dryer', 'bad', 'absolut', 'origin', 'santal', 'intox', 'smell', 'dryer', 'sheet', 'smell', 'individuel', 'hour', 'pure', 'dryer', 'sheet', 'origin', 'santal', 'spice', 'would', 'even', 'say', 'three', 'hour', 'wear', 'mont', 'blanc', 'individuel', 'cant', 'even', 'compar', 'two', 'fragranc', 'didnt', 'smell', 'individuel', 'open', 'wouldnt', 'even', 'thought', 'two', 'fragranc', 'even', 'remot', 'similarim', 'repeat', 'peopl', 'comparison', 'dryer', 'sheet', 'realli', 'smell', 'like', 'dryer', 'sheet', 'like', 'said', 'bad', 'thing', 'excel', 'fresh', 'smell', 'fragranc', 'best', 'part', 'fragranc', 'first', 'houri', 'would', 'also', 'say', 'mont', 'blanc', 'individuel', 'masculin', 'origin', 'santal', 'unisex', 'would', 'love', 'smell', 'origin', 'santal', 'woman', 'unfortun', 'girlfriend', 'doesnt', 'like', 'wear', 'itdont', 'go', 'believ', 'peopl', 'say', 'certain', 'fragranc', 'smell', 'exact', 'like', 'anoth', 'dont', 'may', 'share', 'similar', 'dna', 'total', 'differ', 'fragranc', 'fragrancemi', 'advic', 'anyon', 'consid', 'one', 'two', 'fragranc', 'look', 'blind', 'buy', 'price', 'issu', 'go', 'origin', 'santal', 'opportun', 'test', 'mont', 'blanc', 'individuel', 'go', 'find', 'love', 'open', 'lot', 'drydown', 'go', 'origin', 'santal', 'entir', 'drydown', 'origin', 'santal', 'open', 'mont', 'blanc', 'individuel', 'strap', 'cash', 'want', 'smell', 'good', 'go', 'individuel', 'origin', 'santal', 'recommend', 'buy', 'mont', 'blanc', 'individuel', 'becaus', 'differ', 'fragranc', 'contrari', 'tell', 'youmont', 'blanc', 'individuel', 'great', 'fragranc', 'doe', 'replac', 'origin', 'santal', 'ani', 'mean', 'two', 'fragranc', 'differ', 'origin', 'santal', 'masterpiec', 'creed', 'mont', 'blanc', 'individuel', 'veri', 'close', 'design', 'masterpiec', 'longev', 'outstand', 'project', 'well', 'without', 'offens', 'top', 'smell', 'freshlongev', 'hoursproject', 'feetsmel', '710overal', '810mont', 'blanc', 'individuel', 'great', 'valu', 'high', 'versatil', 'worn', 'ani', 'time', 'year', 'high', 'recommend', 'ad', 'fragranc', 'collectionsid', 'notei', 'purchas', 'product', 'direct', 'amazon', 'confirm', 'receiv', 'authent', 'qualiti', 'product', 'buy', 'confid', 'great', 'fragranc', 'howev', 'replac', 'origin', 'santal']"
sabrina,female,"['okay', 'nervous', 'get', 'product', 'amaz', 'red', 'perfect', 'red', 'say', 'bad', 'review', 'got', 'fast', 'love', 'amaz', 'best', 'soap', 'everi', 'suffer', 'perspir', 'matter', 'kind', 'deodor', 'usedi', 'also', 'suffer', 'boil', 'year', 'sinc', 'use', 'tea', 'tree', 'skip', 'day', 'without', 'deodor', 'havent', 'boil', 'sinc', 'thank', 'lawdthi', 'good', 'stuffi', 'also', 'use', 'shower', 'gel', 'well', 'wont', 'smell', 'like', 'tea', 'treecaus', 'scent', 'strong', 'great', 'great', 'stuff', 'pick', 'curl', 'iron', 'becaus', 'choic', 'mani', 'celebr', 'hairstylist', 'upon', 'inspect', 'realiz', 'cumbersom', 'use', 'veri', 'complic', 'curl', 'iron', 'end', 'return', 'cumbersom', 'complaint', 'product', 'howev', 'packag', 'left', 'much', 'room', 'improv', 'pump', 'dispens', 'broken', 'top', 'top', 'screw', 'tight', 'lotion', 'come', 'bottl', 'fortun', 'bottl', 'plastic', 'bag', 'appar', 'similar', 'issu', 'past', 'messi', 'bother', 'return', 'poor', 'packag']"
sally,female,"['purchas', 'go', 'saw', 'son', 'found', 'mani', 'doesnt', 'fit', 'de', 'walt', 'realli', 'mess', 'one', 'weve', 'notic', 'sever', 'made', 'complaint', 'cours', 'return', 'dont', 'buy', 'tell', 'differ', 'skin', 'qualiti', 'onli', 'week', 'applic', 'skin', 'smoother', 'ad', 'glowsever', 'peopl', 'comment', 'skin', 'look', 'wond', 'cant', 'beat', 'age', 'excit', 'product', 'bought', 'product', 'think', 'unscent', 'clear', 'scent', 'even', 'list', 'fragranc', 'case', 'strong', 'perfum', 'chose', 'keep', 'use', 'disappoint', 'care', 'next', 'time', 'unscent', 'terribl', 'hair', 'dryer', 'base', 'brush', 'attach', 'larg', 'space', 'air', 'come', 'blast', 'blow', 'everythingthi', 'applianc', 'work', 'quit', 'poor', 'much', 'troubl', 'send', 'back', 'though', 'poorlymad', 'hair', 'dryer', 'love', 'product', 'bad', 'keep', 'shrink', 'gel', 'actual', 'thick', 'appear', 'water', 'downit', 'still', 'best', 'price', 'love', 'smell', 'return', 'becaus', 'issu', 'end', 'term', 'space', 'look', 'great', 'intens', 'magnif', 'solid', 'built', 'great', 'mirror', 'would', 'love', 'say', 'love', 'product', 'order', 'base', 'good', 'rate', 'howev', 'experi', 'product', 'arriv', 'time', 'like', 'way', 'feel', 'larg', 'slip', 'feet', 'know', 'theyr', 'suppos', 'stretch', 'toe', 'im', 'fine', 'issu', 'problem', 'toe', 'spread', 'toe', 'relax', 'fail', 'stay', 'toe', 'becaus', 'wide', 'gap', 'leav', 'wear', 'woman', 'size', 'shoe', 'product', 'descript', 'say', '34fit', 'all34', 'im', 'disappoint', 'size', 'wish', 'kept', 'packag', 'could', 'return', 'toe', 'big', 'serious']"
samantha,female,"['second', 'mason', 'pearson', 'brush', 'bought', 'first', 'second', 'year', 'old', 'niec', 'love', 'hairbrush', 'last', 'forev', 'take', 'care', 'lovemp', 'use', 'sever', 'year', 'tri', 'mani', 'conceal', 'veri', 'expens', 'far', 'best', 'greasi', 'blend', 'well', 'coverag', 'awesom', 'last', 'day', 'cant', 'beat', 'price', 'usual', 'get', 'walli', 'world', 'littl', 'cheaper', 'cant', 'beat', 'shop', 'home', 'best', 'love', 'help', 'detangl', 'hair', 'leav', 'veri', 'pleasant', 'smell', 'soft', 'hair', 'love', 'goldwel', 'nice', 'product', 'origin', 'bought', 'wipe', 'becaus', 'read', 'lucki', 'scarlett', 'johansson', 'use', 'im', 'realli', 'sucker', 'work', 'media', 'im', 'alway', 'look', 'great', 'makeup', 'wipe', 'easili', 'remov', 'mascara', 'soft', 'touch', 'gentl', 'face', 'work', 'better', 'rite', 'aid', 'store', 'brand', 'disappoint', 'scar', 'jo', 'eh', 'worth', 'price', 'primer', 'okay', 'best', 'want', 'vibrant', 'shadow', 'show', 'sure', 'last', 'hour', 'long', 'wouldnt', 'buy', 'want', 'last', 'long', 'okay', 'chose', 'star', 'rate', 'prompt', 'deliveri', 'look', 'product', 'arriv', 'veri', 'reason', 'amount', 'time', 'great', 'condit', 'lack', 'star', 'rate', 'becaus', 'yet', 'use', 'brush', 'makeup', 'applic', 'overal', 'satisfi', 'appear', 'sleek', 'black', 'look', 'brush', 'experienc', 'ani', 'fiber', 'shed', 'brush', 'initi', 'touch', 'great', 'brush', 'realli', 'like', 'itemi', 'veri', 'fair', 'skin', 'tend', 'get', 'sleepi', 'linesdark', 'circl', 'love', 'amount', 'coverag', 'conceal', 'abl', 'give', 'doesnt', 'look', 'cakey', '34too', 'much34', 'realli', 'brighten', 'face', 'underey', 'area', 'cover', 'ruddi', 'skin', 'tone', 'area', 'well', 'chin', 'corner', 'nose', 'realli', 'great', 'stuff', 'great', 'price', 'stuff', 'great']"
sameer,male,"['bought', 'sensit', 'skin', 'textur', 'issu', 'fragranc', 'could', 'better', 'tri', 'fragrant', 'version', 'next', 'time', 'could', 'better']"
samual,male,"['easi', 'instal', 'easi', 'use', 'work', 'slick', 'great', 'visabl', 'wast', 'trip', 'see', 'mail', 'camework', 'well', 'hope', 'would', 'bright', 'alert', 'signal', 'mail', 'arriv', 'veri', 'clean', 'ingredi', 'list', 'excel', 'natur', 'smell', 'lime', 'harsh', 'use', 'everi', 'day', 'current', 'time', 'favorit', 'great', 'stuff']"
samuel,male,"['sole', 'reason', 'purchas', 'sink', 'claim', 'detail', 'fit', 'hole', 'doe', 'call', 'delta', 'said', 'detail', 'amazon', 'site', 'incorrect', 'final', 'found', 'appropri', 'faucet', 'anoth', 'site', 'thank', 'amazon', 'excel', 'return', 'polici', 'doe', 'fit', 'hole', 'adjust', 'never', 'know', 'say', 'order', 'itit', 'came', 'im', 'pleas', 'orderedyou', 'got', 'paid', 'im', 'happi', 'happi', 'happi', 'use', 'add', '12v', 'socket', 'dashboard', 'integr', 'gps', 'receiv', 'jetta', 'plug', 'circuit', '12v', 'socket', 'center', 'consol', 'turn', 'car', 'ignit', 'gps', 'power', 'shut', 'turn', 'ignit', 'real', 'simpl', 'thank', 'devic', 'awesom', 'solut']"
sandra,female,"['isnt', 'instal', 'yet', 'see', 'problem', 'instal', 'current', 'ventil', 'fan', 'thought', 'light', 'combin', 'would', 'great', 'put', 'light', 'next', 'shower', 'see', 'shower', 'better', 'got', 'one', 'order', 'two', 'pair', 'rhe', 'small', 'size', 'one', 'medium', 'size', 'grand', 'kid', 'order', 'contain', 'two', 'medium', 'one', 'small', 'order', 'transpos', 'disappoint', 'mess', 'order', 'like', 'eas', 'purchas', 'bulb', 'actual', 'fit', 'instal', 'surpris', 'love', 'underthecount', 'light', 'thank', 'amazon', 'light', 'wonder', 'initi', 'month', 'ago', 'product', 'help', 'night', 'sweat', 'doe', 'seem', 'work', 'effect', 'result', 'use', 'use', 'product', 'time', 'coupl', 'time', 'week', 'like', 'result', 'hair', 'veri', 'dri', 'life', 'found', 'product', 'put', 'moistur', 'back', 'well', 'shine', 'keep', 'use', 'finish', 'bottl', 'see', 'final', 'result', 'far', 'good', 'old', 'product', 'purchas', 'foundat', 'befor', 'vendor', 'separ', 'runni', 'liquid', 'come', 'even', 'shake', 'bottl', 'vendor', 'take', 'back', 'purchas', 'vendor', 'merchandis', 'old', 'product', 'defect', 'would', 'recommend', 'hair', 'long', 'bodi', 'curl', 'like', 'fast', 'heat', 'control', 'need', 'soft', 'sheen', 'care', 'free', 'curl', 'activ', 'bought', 'friend', 'live', 'switzerland', 'love', 'buy', 'gift', 'go', 'switzerland', 'year', 'ago', 'bought', 'honeysuckl', 'cologn', 'avon', 'ran', 'veri', 'difficult', 'find', 'anymor', 'glad', 'find', 'amazon', 'exact', 'hope', 'would', 'found', 'good', 'long', 'time', 'sinc', 'purchas', 'happi', 'smell', 'good', 'classic', 'light', 'scent', 'nice', 'favorit', 'ive', 'look', 'year', 'electr', 'home', 'manicurepedicur', 'set', 'enough', 'power', 'deal', 'callous', 'seem', 'dont', 'exist', 'one', 'definit', 'adequ', 'task', 'dont', 'buy', 'amaz', 'transform', 'better', 'expect', 'hair', 'dresser', 'recommend', 'product', 'enhanc', 'silverwhit', 'hair', 'along', 'highlight', 'remov', 'yellow', 'left', 'behind', 'year', 'color', 'hair', 'cowork', 'friend', 'comment', 'pretti', 'hair', 'look', 'great', 'ego', 'need', 'boost', 'decid', 'embrac', 'graywond', 'product', 'receiv', 'day', 'order', 'couldnt', 'happier', 'thank', 'wow', 'met', 'expect', 'morecost', 'except', 'best', 'cost', 'paid', 'usual', 'pay', 'love', 'itit', 'husband', 'favorit', 'perfum', 'fragranc', 'purchas', 'mistak', 'thought', 'buy', 'emeraud', 'also', 'coti', 'bottl', 'look', 'alik', 'memori', 'tell', 'friend', 'talk', 'fragranc', 'linger', 'mind', '60s', '70s', 'place', 'order', 'appar', 'order', 'muguet', 'product', 'aw', 'serious', 'aw', 'perfum', 'purchas', 'arent', 'returnablelet', 'lesson', 'dont', 'buy', 'cheap', 'perfum', 'one', 'old', 'enough', 'great', 'product', 'doe', 'add', 'bodi', 'thin', 'hair', 'work', 'well', 'husband', 'began', 'use', 'promis', 'wors', 'smell', 'fragranc', 'ever', 'smell', 'smell', 'like', 'moth', 'ball', 'uggg', 'terribl', 'experi', 'horribl', 'use', 'everi', 'morn', 'eve', 'like', 'textur', 'like', 'contain', 'like', 'itth', 'end', 'awsom', 'sister', 'problem', 'bad', 'skin', 'first', 'onli', 'product', 'actual', 'help', 'thnak', 'acneorg', 'work', 'use', 'product', 'pleas', 'money', 'good', 'job', 'ive', 'also', 'tri', 'real', 'expens', 'product', 'onli', 'slight', 'better', 'result', 'skin', 'absorb', 'give', 'glow', 'strong', 'recommend', 'good', 'result', 'money']"
sara,female,"['revivogen', 'actual', 'recommend', 'dermatologist', 'diagnos', 'androgenet', 'alpocia', 'femal', 'pattern', 'bald', 'hair', 'look', 'much', 'better', 'almost', 'month', 'use', 'cant', 'say', 'shampoo', 'condition', 'help', 'take', 'vitamin', 'use', 'rogain', 'well', 'start', 'notic', 'improv', 'start', 'use', 'hair', 'feel', 'clean', 'look', 'thicker', 'healthier', 'use', 'worth', 'money', 'everi', 'ad', 'product', 'mention', 'trial', 'size', 'trial', 'size', 'dont', 'fool', 'fullsiz', 'product', '2g', 'order', 'get', 'enough', 'equal', 'fullsiz', 'product', 'would', 'buy', 'would', 'onli', 'store', 'seller', 'obvious', 'tri', 'dupe', 'peopl', 'buy', 'product', 'impress', 'fullsiz', 'one', 'right', 'mind', 'would', 'buy', 'trial', 'size', 'price', 'veri', 'disappoint', 'trial', 'size', 'turn', 'great', 'buy', 'straighten', 'work', 'great', 'never', 'get', 'feel', 'hair', 'burnt', 'come', 'cute', 'case', 'store', 'veri', 'thick', 'medium', 'blond', 'hair', 'straighten', 'within', 'stroke', 'around', 'head', 'great', 'impress', 'would', 'recommend', 'anyon', 'hair', 'still', 'feel', 'look', 'healthi', 'wonder', 'straighten', 'fell', 'love', 'fragranc', 'receiv', 'sampl', 'nordstrom', 'prompt', 'put', 'wishlist', 'lo', 'behold', 'husband', 'bought', 'christma', 'gifth', 'thought', 'buy', 'amazon', 'went', 'investig', 'return', 'item', 'said', 'order', 'sent', 'via', 'beauti', 'encount', 'despit', 'fact', 'went', 'buy', 'seem', 'like', 'product', 'come', 'amazoni', 'total', 'delight', 'receiv', 'perfum', 'problem', 'isnt', 'sampl', 'got', 'nordstrom', 'smell', 'didnt', 'last', 'long', 'didnt', 'smell', 'right', 'packag', 'poor', 'outer', 'box', 'bit', 'dent', 'sticker', 'bottl', 'perfum', 'bottl', 'seem', 'like', 'use', 'bottl', 'perfum', 'somehowi', 'could', 'live', 'fragranc', 'wasnt', 'quit', 'rightw', 'didnt', 'time', 'return', 'item', 'beauti', 'encount', 'despit', 'fact', 'husband', 'sure', 'hed', 'order', 'amazon', 'bit', 'weird', 'seem', 'like', 'item', 'come', 'amazon', 'prime', 'yet', 'follow', 'link', 'return', 'item', 'somehow', 'sudden', 'sold', 'beauti', 'encount', 'amazon', 'return', 'polici', 'beauti', 'encount', 'fair', 'restrict', 'way', 'could', 'arrang', 'return', 'time', 'fifteen', 'day', 'time', 'order', 'christma', 'isnt', 'workabl', 'thought', 'deal', 'amazon', 'thirdparti', 'sellerthi', 'first', 'time', 'happen', 'us', 'servic', 'amazon', 'stellar', 'find', 'someth', 'youv', 'order', 'amazon', 'realli', 'sold', 'amazon', 'sent', 'compani', 'difficult', 'return', 'polici', 'real', 'disappointmentthi', 'item', 'isnt', 'quit', 'right', 'love', 'fragranc', 'dont', 'think', 'anyon', 'order', 'product', 'heremi', 'husband', 'felt', 'bad', 'took', 'nordstrom', 'store', 'got', 'new', 'balenciaga', 'pari', 'paid', 'couldnt', 'return', 'hed', 'order', 'amazonbeauti', 'fragranc', 'high', 'recommend', 'love', 'wouldnt', 'recommend', 'buy', 'one', 'sorri', 'true', 'love', 'fragranc', 'dont', 'buy', 'gave', 'product', 'three', 'star', 'becuas', 'dont', 'beleiv', 'thing', '34new', 'formula34', 'order', 'hope', '34new', 'formula34', 'would', 'work', 'better', '34old', 'formula34', 'compar', 'ingredi', 'old', 'bottl', 'proactiv', '34new', 'formula34', 'differ', 'ingredi', 'exact', 'use', 'proactiv', 'year', 'first', 'clear', 'face', 'two', 'month', 'use', 'face', 'began', 'break', 'tri', 'stop', 'use', 'proactiv', 'face', 'broke', 'even', 'wors', 'product', 'bleach', 'cloth', 'towel', 'sheet', 'pillowcas', 'ani', 'fabric', 'may', 'rub', 'product', 'hand', 'face', 'make', 'sure', 'wash', 'hand', 'thorough', 'appli', 'face', 'use', 'onli', 'white', 'towel', 'washcloth', 'pillowcas', 'would', 'recommend', 'product', 'friend', 'famili', 'howev', 'like', 'sulfur', 'mask', 'proactiv', 'make', 'use', 'onc', 'week', 'seem', 'help', 'new', 'formula', 'one', 'best', 'almond', 'oil', 'bought', 'whole', 'life', 'use', 'oil', 'hair', 'face', 'love', 'flatiron', 'aw', 'plate', 'dont', 'come', 'togeth', 'proper', 'caus', 'pull', 'hair', 'one', 'part', 'even', 'touch', 'hair', 'anoth', 'part', 'also', 'take', 'much', 'longer', 'heat', 'im', 'concern', 'might', 'receiv', 'fake', 'read', 'review', 'im', 'send', 'back', 'defect', 'order', 'new', 'one', 'hope', 'resolv', 'excit', 'read', 'great', 'review', 'plate', 'dont', 'come', 'togeth', 'product', 'good', 'hair', 'color', 'doe', 'exact', 'match', 'pictur', 'hair', 'natur', 'dirti', 'blond', 'color', 'came', 'bright', 'red', 'blond', 'hair', 'dark', 'brownauburn', 'darker', 'hair', 'cheap', 'though', 'worth', 'dark', 'auburn', 'loreal', 'hair', 'dye', 'ton', 'troubl', 'cuticl', 'bought', 'glove', 'wear', 'slept', 'help', 'repair', 'hand', 'oy', 'smell', 'stuff', 'repel', 'dog', 'husband', 'husband', 'cant', 'smell', 'garbag', 'rotten', 'food', 'stand', 'smell', 'across', 'hous', 'window', 'open', 'imagin', 'overpow', 'stuff', 'wasbut', 'thought', 'would', 'give', 'tri', 'see', 'use', 'glove', 'made', 'better', 'perhap', 'smell', 'would', 'dissip', 'morn', 'hand', 'smell', 'like', 'combin', 'pine', 'needl', 'goat', 'fartsnev', 'use', 'would', 'recommend', 'anyon', 'well', 'guess', 'tri', 'repel', 'anim', 'pine', 'snif', 'flatul', 'goat', 'might', 'want', 'sorri', 'badger', 'idea', 'product', 'doe', 'say', 'doe', 'wmd', 'smell', 'overwhelm', 'make', 'unus', 'seborrhea', 'caus', 'massiv', 'dandruff', 'like', 'build', 'scalp', 'dri', 'flaki', 'patch', 'face', 'tri', 'kind', 'medic', 'dandruff', 'shampoo', 'none', 'would', 'touch', 'made', 'wors', 'plus', 'fact', 'would', 'strip', 'dye', 'hair', 'jojoba', 'shampoo', 'recommen', 'mother', 'solv', 'problem', 'first', 'shampoo', 'almost', 'flake', 'gone', 'also', 'wash', 'face', 'face', 'smooth', 'patch', 'gone', 'think', 'may', 'problem', 'high', 'recommend', 'buy', 'give', 'tri', 'also', 'organ', 'test', 'anim', 'absolutley', 'love', 'high', 'recommend', 'product', 'supposs', 'follow', 'thing', 'instatn', 'repair', 'dri', 'damag', 'hair', 'add', 'shine', 'detangl', 'control', 'frizz', 'seal', 'protect', 'hair', 'color', 'prevent', 'split', 'end', 'stop', 'hair', 'breakag', 'creat', 'silki', 'enhanc', 'natur', 'bodi', 'flat', 'iron', 'spray', 'thermal', 'protector', 'gave', 'four', 'star', 'instead', 'five', 'becaus', 'hair', 'still', 'break', 'purchas', 'becaus', 'stylist', 'recomend', 'becaus', 'hair', 'break', 'split', 'end', 'use', 'coupl', 'week', 'seen', 'much', 'improv', 'doe', 'make', 'hair', 'super', 'soft', 'silki', 'doe', 'howev', 'seem', 'repair', 'hair', 'ani', 'way', 'would', 'recommend', 'product', 'anyon', 'want', 'soft', 'hair', 'look', 'repar', 'treatment', 'tri', 'someth', 'els', 'make', 'hair', 'super', 'soft', 'love', 'product', 'much', 'scent', 'definit', 'pronounc', 'understand', 'peopl', 'read', 'review', 'shi', 'away', 'price', 'especi', 'could', 'inhibit', 'purchas', 'said', 'smell', 'like', 'summer', 'tropic', 'beach', 'applic', 'scent', 'subtl', 'appli', 'drop', 'massag', 'damp', 'hand', 'doe', 'go', 'long', 'way', 'oil', 'face', 'feel', 'incred', 'moistur', 'especi', 'cold', 'dri', 'winter', 'month', 'realli', 'product', 'take', 'plung', 'dont', 'think', 'regret', 'definit', 'didnt', 'ive', 'alreadi', 'purchas', 'anoth', 'bottl', 'hang', 'wing', 'fantast', 'moistur', 'winter', 'climat']"
